Name	Address	Street_1	Street_2	Zip	Lat	Long	Class	State	County	City	Playground	Pools	Tennis	Baseball	Basketball	Playing	Acreage	Dog	Ice	Notes
Harvard Park and McCurdy Track	34 Lancaster County Rd			01451			Urban	MA	Worcester	Harvard	1					1				
Hildreth Elementary  School	27 Mass Ave			01451			Urban	MA	Worcester	Harvard	1			1	1	1				
Middle School   	14 Mass Ave			01451			Urban	MA	Worcester	Harvard			1	1	1	1				
Pond Rd field  	13 Pond Rd			01451			Urban	MA	Worcester	Harvard						1				
Ryan Land	71 Depot Rd			01451			Urban	MA	Worcester	Harvard										
Upper and Lower Depot  	60 Depot Rd			01451			Urban	MA	Worcester	Harvard						1				
Adin Ballou Park					42.13110092	-71.54107858	Urban	MA	Worcester	Hopedale										Coordinates
Adin St Triangle	Adin St @ Mendon Rd	Adin St	Mendon Rd	01747			Urban	MA	Worcester	Hopedale							1.08			
Phillips Field aka Mellen Field					42.11506232	-71.50842757	Urban	MA	Worcester	Hopedale	1			1		1	29.21			Coordinates
Town Park				01747			Urban	MA	Worcester	Hopedale	1		1	1	1		6.18			No address
Thayer Field Recreation Campus	39 Harvard Rd			01523			Dog	MA	Worcester	Lancaster	1		1	1	1	1		1		
Brian McNally Park	Whalom Rd @ Lesure Ave	Whalom Rd	Lesure Ave	01462			Urban	MA	Worcester	Lunenburg							0.2			
Elementary School Annex	30 School St			01462			Urban	MA	Worcester	Lunenburg	1									
Lunenburg High School	1079 Massachusetts Ave			01462			Urban	MA	Worcester	Lunenburg			1	1	1	1				
Lunenburg Town Beach	Lake Front Ave @ Carousel Ln	Lake Front Ave	Carousel Ln	01462			Urban	MA	Worcester	Lunenburg	1						0.5			
Marshall Park					42.598145	-71.729339	Urban	MA	Worcester	Lunenburg			1	1		1	24			Coordinates
New Primary School	1401 Massachusetts Ave			01462			Urban	MA	Worcester	Lunenburg	1					1				
T.C. Passios Elementary School	1025 Massachusetts Ave			01462			Urban	MA	Worcester	Lunenburg	1			1		1				
Turkey Hill Middle School	129 Northfield Rd			01462			Urban	MA	Worcester	Lunenburg						1				
Wallis Park	Whalom Rd @ Wallis Park	Whalom Rd	Wallis Park	01462			Urban	MA	Worcester	Lunenburg				1			2			
Founders Park	Main St @ Hastings St	Main St	Hastings St	01756			Urban	MA	Worcester	Mendon										
Memorial Park	29 Millville Rd			01756			Urban	MA	Worcester	Mendon	1		1	1	1	1				
Brookside & Woodland School Fields 	110 Congress St			01757			Urban	MA	Worcester	Milford	1			1	1	1				
Cedar Swamp Pond					42.1467632	-71.5128406	Urban	MA	Worcester	Milford										Coordinates
Draper Park	Main St @ Congress St	Main St	Congress St	01757			Urban	MA	Worcester	Milford										
Fino Field & Fino Field Pool	80 Granite St			01757			Urban	MA	Worcester	Milford		1		1		1				
Louisa Lake Park					42.15611104	-71.52032216	Urban	MA	Worcester	Milford										Coordinates
Milford High School Fields	31 West Fountain St			01757			Urban	MA	Worcester	Milford			1	1		1				
Plains Park	82 Cedar St			01757			Urban	MA	Worcester	Milford	1					1				
Rosenfeld Park / Plains Park	60 Cedar St			01757			Urban	MA	Worcester	Milford	1			1			20			
Town Park	Congress St @ Spruce St	Congress St	Spruce St	01757			Urban	MA	Worcester	Milford	1		1	1	1	1	16			
911 Memorial Field					42.326796	-71.529965	Urban	MA	Worcester	Southborough						1				Coordinates
Choate Field at Woodward School	28 Cordaville Rd			01772			Urban	MA	Worcester	Southborough				1	1	1				
DePietri Field	53 Parkerville Rd			01772			Urban	MA	Worcester	Southborough						1				
Fayville Memorial Park and Harold E. Fay Memorial Field	Central St			01772			Urban	MA	Worcester	Southborough	1			1	1	1				
Finn School & Mooney Fields	60 Richards Rd			01772			Urban	MA	Worcester	Southborough	1			1		1				
Kallander Field	Kallander Dr			01772			Urban	MA	Worcester	Southborough						1				
